AT1G01050
AT4G22670
AT4G22740
AT4G22770
AT4G23040
AT4G23640
AT4G23650
AT4G23670
AT4G24100
AT4G24230
AT4G24275
AT4G24280
AT4G24370
AT4G25070
AT4G25140
AT4G25340
AT4G25580
AT4G25770
AT4G26130
AT4G26450
AT4G26455
AT4G26630
AT4G26760
AT4G26840
AT4G27060
AT4G27150
AT4G27320
AT4G27430
AT4G27440
AT4G27450
AT4G27500
AT4G27585
AT4G28080
AT4G28300
AT4G28520
AT4G28610
AT4G28910
AT4G28990
AT4G29440
AT4G29790
AT4G30100
AT4G30160
AT4G30190
AT4G30480
AT4G31160
AT4G31880
AT4G32285
AT4G32610
AT4G32915
AT4G33400
AT4G34340
AT4G35450
AT4G35785
AT4G35800
AT4G35980
AT4G36500
AT4G36980
AT4G37000
AT4G37120
AT4G37300
AT4G37700
AT4G37790
AT4G37870
AT4G38550
AT4G38600
AT4G38710
AT4G38740
AT4G38900
AT4G39150
AT4G39260
AT4G39680
AT5G02020
AT5G02240
AT5G02550
AT5G02770
AT5G02850
AT5G03040
AT5G03230
AT5G03280
AT5G03630
AT5G03660
AT5G04040
AT5G04280
AT5G04420
AT5G04430
AT5G04990
AT5G05170
AT5G05190
AT5G06140
AT5G06160
AT5G06460
AT5G06560
AT5G07350
AT5G08610
AT5G08660
AT5G09250
AT5G09390
AT5G11090
AT5G11710
AT5G11970
AT5G12350
AT5G12850
AT5G13010
AT5G13020
AT5G13160
AT5G13260
AT5G13560
AT5G14050
AT5G14270
AT5G14540
AT5G14720
AT5G14740
AT5G15190
AT5G16050
AT5G16210
AT5G16260
AT5G16680
AT5G16730
AT5G16910
AT5G17330
AT5G17710
AT5G18590
AT5G19050
AT5G19520
AT5G20280
AT5G20670
AT5G20720
AT5G20810
AT5G20900
AT5G20935
AT5G21160
AT5G22120
AT5G22310
AT5G22450
AT5G23090
AT5G23540
AT5G23750
AT5G24460
AT5G24490
AT5G24630
AT5G24890
AT5G25270
AT5G25520
AT5G25590
AT5G25780
AT5G26610
AT5G26740
AT5G27540
AT5G28040
AT5G30490
AT5G35200
AT5G35330
AT5G38310
AT5G38480
AT5G38600
AT5G38640
AT5G39570
AT5G39730
AT5G40390
AT5G40450
AT5G41970
AT5G42880
AT5G42950
AT5G43830
AT5G43880
AT5G44120
AT5G44460
AT5G44610
AT5G44800
AT5G45690
AT5G46750
AT5G46790
AT5G46870
AT5G47210
AT5G47480
AT5G47490
AT5G47910
AT5G48240
AT5G49700
AT5G50020
AT5G51300
AT5G51410
AT5G52200
AT5G52300
AT5G52310
AT5G52430
AT5G52640
AT5G52960
AT5G53170
AT5G53330
AT5G53620
AT5G54190
AT5G54310
AT5G54430
AT5G54930
AT5G55160
AT5G55210
AT5G55230
AT5G55300
AT5G55310
AT5G55530
AT5G55670
AT5G55860
AT5G56010
AT5G56980
AT5G57000
AT5G57110
AT5G57290
AT5G57330
AT5G57610
AT5G57830
AT5G58140
AT5G58290
AT5G58440
AT5G58950
AT5G59210
AT5G59460
AT5G59610
AT5G61210
AT5G62390
AT5G62440
AT5G62810
AT5G63190
AT5G63260
AT5G63270
AT5G63420
AT5G63550
AT5G63640
AT5G64130
AT5G64160
AT5G64200
AT5G64220
AT5G64330
AT5G64430
AT5G64813
AT5G65780
AT5G65910
AT5G67220
ATCG00480
ATCG00490
AT1G03910
AT1G04080
AT1G06190
AT1G07650
AT1G08680
AT1G11310
AT1G13220
AT1G14380
AT1G14700
AT1G15400
AT1G16610
AT1G17520
AT1G21580
AT1G21630
AT1G24300
AT1G24706
AT1G24764
AT1G28330
AT1G33240
AT1G44910
AT1G47330
AT1G48490
AT1G54920
AT1G59900
AT1G60200
AT1G64790
AT1G67140
AT1G70180
AT1G73350
AT1G76970
AT1G77180
AT1G79570
AT1G79830
AT1G79950
AT1G80160
AT2G02790
AT2G03150
AT2G04880
AT2G16485
AT2G18960
AT2G20960
AT2G23140
AT2G25170
AT2G28290
AT2G29620
AT2G30500
AT2G30860
AT2G32080
AT2G32700
AT2G33540
AT2G33830
AT2G34310
AT2G34680
AT2G37160
AT2G37340
AT2G38880
AT2G39130
AT2G43160
AT2G43410
AT2G44970
AT2G45140
AT2G45200
AT2G45540
AT2G46020
AT2G47970
AT3G01090
AT3G01310
AT3G07020
AT3G12340
AT3G12640
AT3G12810
AT3G13224
AT3G13300
AT3G13810
AT3G13900
AT3G14172
AT3G19670
AT3G20250
AT3G20890
AT3G21290
AT3G21810
AT3G22380
AT3G24080
AT3G25070
AT3G25440
AT3G26060
AT3G28030
AT3G45190
AT3G49470
AT3G53930
AT3G55020
AT3G56130
AT3G56720
AT3G56990
AT3G58630
AT3G60600
AT3G61690
AT4G00930
AT4G02640
AT4G09160
AT4G10730
AT4G11560
AT4G11680
AT4G12780
AT4G15530
AT4G15930
AT4G16660
AT4G17330
AT4G17890
AT4G18950
AT4G20720
AT4G21280
AT4G22140
AT4G24680
AT4G25500
AT4G25880
AT4G27870
AT4G32330
AT4G32350
AT4G33640
AT4G34000
AT4G35240
AT4G35470
AT4G35890
AT4G36480
AT4G38470
AT5G01400
AT5G04490
AT5G06440
AT5G07120
AT5G09410
AT5G09620
AT5G09850
AT5G09960
AT5G11260
AT5G13200
AT5G15025
AT5G18230
AT5G18760
AT5G20360
AT5G20920
AT5G22000
AT5G22220
AT5G23080
AT5G26742
AT5G36880
AT5G37190
AT5G43310
AT5G45190
AT5G47430
AT5G47690
AT5G52040
AT5G53310
AT5G53440
AT5G54440
AT5G57120
AT5G57870
AT5G58040
AT5G58220
AT5G59710
AT5G62260
AT5G64070
AT1G42550
AT3G51800
AT3G54620
AT3G63400
AT5G43560
AT5G42860
AT5G66950
AT1G35620
AT1G69290
AT3G03980
AT3G29270
AT3G58600
AT5G54260
AT5G61980
AT3G01490
